timestamp,front_m,back_m,left_m,right_m,up_m,zrange_m
75719,1.506,,2.093,,,0.306
75769,1.488,,2.093,,,0.306
75819,1.488,,2.108,,,0.305
75869,1.516,,2.108,,,0.3
75919,1.516,,2.114,,,0.303
75969,1.594,,2.114,,,0.302
76019,1.594,,2.125,,,0.301
76069,,,2.125,,,0.301
76119,,,2.111,,,0.301
76169,2.213,,2.111,,,0.303
76219,2.213,,2.104,1.302,,0.302
76269,,,2.104,1.302,,0.305
76319,,,2.105,1.318,,0.304
76369,,,2.105,1.318,,0.303
76419,,,2.111,1.333,,0.3
76469,,,2.111,1.333,,0.303
76519,,,2.11,1.369,,0.301
76569,,,2.11,1.369,,0.305
76619,,,2.119,1.389,,0.303
76669,,,2.119,1.389,,0.304
76719,,,2.153,1.427,,0.304
76769,,0.916,2.153,1.427,,0.306
76819,,0.916,2.196,1.44,,0.309
76869,,0.906,2.196,1.44,,0.306
76919,,0.906,2.256,1.44,,0.304
76969,,0.897,2.256,1.44,,0.306
77019,,0.897,2.371,1.395,,0.306
77069,2.877,,2.371,1.395,,0.306
77119,2.877,,2.483,1.296,,0.306
77169,2.851,0.925,2.483,1.296,,0.305
77219,2.851,0.925,,1.214,,0.303
77269,,,,1.214,,0.306
77319,,,,1.186,,0.306
77369,2.617,0.929,,1.186,,0.305
77419,2.617,0.929,,1.184,,0.308
77469,2.612,0.938,,1.184,,0.305
77519,2.612,0.938,,1.198,,0.307
77569,2.521,,,1.198,,0.305
77619,2.521,,,1.256,,0.303
77669,,0.881,,1.256,,0.303
77719,,0.881,,1.329,,0.303
77769,2.244,,,1.329,,0.301
77819,2.244,,,1.388,,0.303
77869,,1.168,,1.388,,0.303
77919,,1.168,,1.363,,0.303
77969,,1.317,,1.363,,0.307
78019,,1.317,,1.335,,0.307
78069,2.043,1.36,,1.335,,0.305
78119,2.043,1.36,,1.313,,0.306
78169,1.966,0.816,,1.313,,0.304
78219,1.966,0.816,,1.279,,0.303
78269,1.886,,,1.279,,0.301
78319,1.886,,,1.286,,0.302
78369,1.835,1.177,,1.286,,0.301
78419,1.835,1.177,,1.315,,0.299
78469,1.862,1.198,,1.315,,0.301
78519,1.862,1.198,,1.394,,0.301
78569,1.926,,,1.394,,0.299
78619,1.926,,,1.423,,0.301
78669,1.954,1.203,,1.423,,0.3
78719,1.954,1.203,,,,0.303
78769,1.949,1.336,,,,0.301
78819,1.949,1.336,,,,0.302
78869,1.945,1.359,,,,0.299
78919,1.945,1.359,,,,0.302
78969,1.92,1.324,,,,0.299
79019,1.92,1.324,,,,0.3
79069,1.889,1.331,,,,0.299
79119,1.889,1.331,,,,0.299
79169,1.881,1.371,,,,0.298
79219,1.881,1.371,,,,0.298
79269,1.88,1.424,,,,0.298
79319,1.88,1.424,,,,0.296
79369,1.856,1.46,,,,0.295
79419,1.856,1.46,,,,0.294
79469,1.824,1.49,,,,0.298
79519,1.824,1.49,,3.091,,0.298
79569,1.791,1.484,,3.091,,0.294
79619,1.791,1.484,,,,0.296
79669,1.761,1.46,,,,0.299
79719,1.761,1.46,,,,0.3
79769,1.735,,,,,0.297
79819,1.735,,,3.176,,0.301
79869,1.707,,,3.176,,0.299
79919,1.707,,,,,0.297
79969,1.686,1.481,,,,0.297
80019,1.686,1.481,,,,0.296
80069,1.66,,,,,0.295
80119,1.66,,,,,0.295
80169,1.638,,,,,0.297
80219,1.638,,,,,0.299
80269,1.611,,,,,0.3
80319,1.611,,,,,0.299
80369,1.582,,,,,0.299
80419,1.582,,,,,0.301
80469,1.56,1.551,,,,0.3
80519,1.56,1.551,,,,0.3
80569,1.53,,,,,0.303
80619,1.53,,,,,0.304
80669,1.506,,,,,0.305
80719,1.506,,,2.8,,0.302
80769,1.482,1.682,,2.8,,0.303
80819,1.482,1.682,,,,0.307
80869,1.455,1.734,,,,0.304
80919,1.455,1.734,3.655,,,0.301
80969,1.425,,3.655,,,0.301
81019,1.425,,,2.567,,0.3
81069,1.407,1.74,,2.567,,0.297
81119,1.407,1.74,,,,0.297
81169,1.374,1.831,,,,0.294
81219,1.374,1.831,,,,0.296
81269,1.35,,,,,0.296
81319,1.35,,,,,0.293
81369,1.323,1.903,,,,0.297
81419,1.323,1.903,,3.085,,0.294
81469,1.29,1.98,,3.085,,0.294
81519,1.29,1.98,,,,0.297
81569,1.255,1.98,,,,0.298
81619,1.255,1.98,,,,0.298
81669,1.226,1.991,,,,0.296
81719,1.226,1.991,,,,0.298
81769,1.197,2.035,,,,0.297
81819,1.197,2.035,,,,0.297
81869,1.163,2.1,,,,0.299
81919,1.163,2.1,,,,0.299
81969,1.131,2.12,,,,0.299
82019,1.131,2.12,,,,0.298
82069,1.098,2.16,,,,0.299
82119,1.098,2.16,,,,0.299
82169,1.069,2.118,,,,0.299
82219,1.069,2.118,,,,0.299
82269,1.035,2.22,,,,0.301
82319,1.035,2.22,,,,0.299
82369,1.003,2.225,,,,0.299
82419,1.003,2.225,,,,0.299
82469,0.969,2.27,,,,0.301
82519,0.969,2.27,,2.427,,0.3
82569,0.936,,,2.427,,0.299
82619,0.936,,,,,0.302
82669,0.903,,,,,0.3
82719,0.903,,,,,0.299
82769,0.871,2.357,,,,0.303
82819,0.871,2.357,,,,0.299
82869,0.837,,,,,0.299
82919,0.837,,,,,0.3
82969,0.808,2.45,,,,0.302
83019,0.808,2.45,,,,0.299
83069,0.774,,,,,0.3
83119,0.774,,,,,0.305
83169,0.742,,,,,0.304
83219,0.742,,,,,0.305
83269,0.719,,,,,0.309
83319,0.719,,,,,0.307
83369,0.687,,,,,0.31
83419,0.687,,,,,0.311
83469,0.672,,,,,0.312
83519,0.672,,,,,0.31
83569,0.651,1.977,,,,0.311
83619,0.651,1.977,,,,0.308
83669,0.643,,,,,0.311
83719,0.643,,,,,0.309
83769,0.645,,,,,0.307
83819,0.645,,,1.845,,0.305
83869,0.644,2.635,,1.845,,0.304
83919,0.644,2.635,,1.715,,0.307
83969,0.65,,,1.715,,0.302
84019,0.65,,,1.594,,0.304
84069,0.654,2.731,,1.594,,0.303
84119,0.654,2.731,,,,0.304
84169,0.661,2.721,,,,0.302
84219,0.661,2.721,,,,0.305
84269,0.661,,,,,0.306
84319,0.661,,,1.175,,0.304
84369,0.666,,,1.175,,0.305
84419,0.666,,,,,0.303
84469,0.677,,,,,0.301
84519,0.677,,,,,0.301
84569,0.685,2.439,,,,0.303
84619,0.685,2.439,,,,0.3
84669,0.707,,,,,0.301
84719,0.707,,,0.446,,0.304
84769,0.728,,,0.446,,0.3
84819,0.728,,,0.384,,0.304
84869,0.731,2.313,,0.384,,0.3
84919,0.731,2.313,,0.353,,0.305
84969,0.723,2.236,,0.353,,0.304
85019,0.723,2.236,,0.341,,0.306
85069,0.719,2.207,,0.341,,0.305
85119,0.719,2.207,,0.382,,0.305
85169,0.71,2.214,,0.382,,0.303
85219,0.71,2.214,,0.458,,0.306
85269,0.703,,,0.458,,0.307
85319,0.703,,,0.655,,0.304
85369,0.729,,,0.655,,0.305
85419,0.729,,,0.797,,0.305
85469,0.772,,,0.797,,0.307
85519,0.772,,,0.786,,0.305
85569,0.823,,,0.786,,0.302
85619,0.823,,,0.75,,0.302
85669,0.885,,,0.75,,0.304
85719,0.885,,,0.721,,0.306
85769,0.97,,,0.721,,0.303
85819,0.97,,,0.701,,0.307
85869,1.047,,,0.701,,0.307
85919,1.047,,,0.675,,0.307
85969,1.158,,,0.675,,0.304
86019,1.158,,,0.658,,0.304
86069,,,,0.658,,0.307
86119,,,,0.64,,0.301
86169,,,,0.64,,0.304
86219,,,,0.625,,0.303
86269,,,,0.625,,0.302
86319,,,2.661,0.611,,0.3
86369,,,2.661,0.611,,0.3
86419,,,,0.602,,0.301
86469,,2.186,,0.602,,0.298
86519,,2.186,,0.596,,0.297
86569,,,,0.596,,0.299
86619,,,,0.591,,0.295
86669,,,,0.591,,0.299
86719,,,,0.588,,0.295
86769,,,,0.588,,0.292
86819,,,,0.581,,0.291
86869,,,,0.581,,0.293
86919,,,,0.574,,0.29
86969,,,,0.574,,0.291
87019,,,,0.573,,0.287
87069,,,,0.573,,0.291
87119,,,,0.571,,0.291
87169,,,,0.571,,0.29
87219,,,,0.571,,0.294
87269,3.345,,,0.571,,0.293
87319,3.345,,2.703,0.566,,0.297
87369,,,2.703,0.566,,0.298
87419,,,2.712,0.565,,0.298
87469,,,2.712,0.565,,0.299
87519,,,,0.562,,0.299
87569,3.274,2.182,,0.562,,0.299
87619,3.274,2.182,,0.559,,0.296
87669,3.254,2.314,,0.559,,0.299
87719,3.254,2.314,2.71,0.555,,0.296
87769,,,2.71,0.555,,0.295
87819,,,,0.55,,0.294
87869,3.149,,,0.55,,0.296
87919,3.149,,,0.516,,0.297
87969,3.156,,,0.516,,0.295
88019,3.156,,,0.472,,0.297
88069,3.115,,,0.472,,0.297
88119,3.115,,,0.443,,0.297
88169,,,,0.443,,0.298
88219,,,,0.407,,0.295
88269,3.066,1.87,,0.407,,0.297
88319,3.066,1.87,2.724,0.382,,0.296
88369,,,2.724,0.382,,0.298
88419,,,,0.372,,0.296
88469,3.012,1.923,,0.372,,0.3
88519,3.012,1.923,2.798,0.371,,0.297
88569,2.978,,2.798,0.371,,0.297
88619,2.978,,,0.367,,0.296
88669,2.979,1.979,,0.367,,0.298
88719,2.979,1.979,,0.367,,0.299
88769,,,,0.367,,0.298
88819,,,,0.361,,0.298
88869,2.906,,,0.361,,0.299
88919,2.906,,2.685,0.359,,0.297
88969,2.88,,2.685,0.359,,0.299
89019,2.88,,,0.357,,0.3
89069,,,,0.357,,0.3
89119,,,2.767,0.354,,0.299
89169,,,2.767,0.354,,0.299
89219,,,,0.353,,0.301
89269,2.815,,,0.353,,0.301
89319,2.815,,,0.353,,0.299
89369,2.761,,,0.353,,0.299
89419,2.761,,,0.353,,0.298
89469,2.772,,,0.353,,0.298
89519,2.772,,,0.352,,0.301
89569,2.742,,,0.352,,0.299
89619,2.742,,,0.352,,0.3
89669,,,,0.352,,0.3
89719,,,,0.354,,0.299
89769,2.678,,,0.354,,0.301
89819,2.678,,,0.354,,0.297
89869,,2.113,,0.354,,0.302
89919,,2.113,2.804,0.356,,0.301
89969,2.604,2.085,2.804,0.356,,0.298
90019,2.604,2.085,,0.355,,0.299
90069,2.59,,,0.355,,0.299
90119,2.59,,,0.359,,0.299
90169,2.559,,,0.359,,0.297
90219,2.559,,,0.357,,0.3
90269,2.534,,,0.357,,0.297
90319,2.534,,,0.359,,0.299
90369,2.504,2.17,,0.359,,0.299
90419,2.504,2.17,,0.361,,0.3
90469,2.464,,,0.361,,0.299
90519,2.464,,,0.361,,0.3
90569,2.441,,,0.361,,0.301
90619,2.441,,,0.362,,0.302
90669,2.433,,,0.362,,0.305
90719,2.433,,2.786,0.363,,0.306
90769,2.402,,2.786,0.363,,0.306
90819,2.402,,,0.361,,0.307
90869,2.362,,,0.361,,0.303
90919,2.362,,,0.362,,0.303
90969,2.362,,,0.362,,0.304
91019,2.362,,,0.356,,0.301
91069,2.332,,,0.356,,0.299
91119,2.332,,,0.366,,0.299
91169,2.326,1.645,,0.366,,0.299
91219,2.326,1.645,,0.374,,0.301
91269,2.307,1.737,,0.374,,0.299
91319,2.307,1.737,,0.389,,0.302
91369,2.308,2.102,,0.389,,0.302
91419,2.308,2.102,,0.413,,0.302
91469,2.296,2.266,,0.413,,0.3
91519,2.296,2.266,,0.444,,0.301
91569,2.304,,,0.444,,0.303
91619,2.304,,2.582,0.475,,0.299
91669,2.29,,2.582,0.475,,0.298
91719,2.29,,2.582,0.507,,0.302
91769,2.298,,2.582,0.507,,0.298
91819,2.298,,,0.54,,0.299
91869,2.274,,,0.54,,0.303
91919,2.274,,2.578,0.571,,0.302
91969,2.274,,2.578,0.571,,0.299
92019,2.274,,,0.604,,0.299
92069,2.257,,,0.604,,0.3
92119,2.257,,,0.634,,0.299
92169,2.255,,,0.634,,0.301
92219,2.255,,,0.669,,0.303
92269,2.243,,,0.669,,0.305
92319,2.243,,2.521,0.699,,0.306
92369,2.243,,2.521,0.699,,0.306
92419,2.243,,2.516,0.719,,0.304
92469,2.237,,2.516,0.719,,0.303
92519,2.237,,2.473,0.73,,0.301
92569,2.224,,2.473,0.73,,0.303
92619,2.224,,2.443,0.734,,0.302
92669,2.22,,2.443,0.734,,0.303
92719,2.22,,2.387,0.735,,0.298
92769,2.221,,2.387,0.735,,0.3
92819,2.221,,,0.736,,0.304
92869,2.219,,,0.736,,0.303
92919,2.219,,2.364,0.735,,0.302
92969,2.212,,2.364,0.735,,0.307
93019,2.212,,2.31,0.737,,0.306
93069,2.202,,2.31,0.737,,0.305
93119,2.202,,1.886,0.734,,0.308
93169,2.21,,1.886,0.734,,0.302
93219,2.21,,,0.749,,0.307
93269,2.2,,,0.749,,0.305
93319,2.2,,2.396,0.762,,0.305
93369,2.199,,2.396,0.762,,0.302
93419,2.199,,2.427,0.779,,0.306
93469,2.194,,2.427,0.779,,0.303
93519,2.194,,2.48,0.788,,0.304
93569,2.196,,2.48,0.788,,0.303
93619,2.196,,,0.787,,0.303
93669,2.198,,,0.787,,0.301
93719,2.198,,,0.794,,0.304
93769,2.203,,,0.794,,0.304
93819,2.203,,,0.797,,0.304
93869,2.184,,,0.797,,0.304
93919,2.184,,,0.795,,0.305
93969,2.172,,,0.795,,0.303
94019,2.172,,,0.8,,0.302
94069,2.183,,,0.8,,0.303
94119,2.183,,2.311,0.805,,0.305
94169,2.172,,2.311,0.805,,0.299
94219,2.172,,,0.815,,0.303
94269,2.157,,,0.815,,0.304
94319,2.157,,2.287,0.826,,0.301
94369,2.158,,2.287,0.826,,0.303
94419,2.158,,,0.836,,0.302
94469,2.147,,,0.836,,0.3
94519,2.147,,2.356,0.847,,0.3
94569,,,2.356,0.847,,0.301
94619,,,,0.855,,0.3
94669,2.148,,,0.855,,0.301
94719,2.148,,2.329,0.862,,0.303
94769,2.151,,2.329,0.862,,0.303
94819,2.151,,2.344,0.864,,0.301
94869,2.14,,2.344,0.864,,0.3
94919,2.14,,2.32,0.867,,0.299
94969,2.154,,2.32,0.867,,0.301
95019,2.154,,2.363,0.869,,0.301
95069,2.143,,2.363,0.869,,0.303
95119,2.143,,,0.87,,0.302
95169,2.138,,,0.87,,0.301
95219,2.138,,2.34,0.866,,0.302
95269,2.146,,2.34,0.866,,0.303
95319,2.146,,,0.867,,0.305
95369,2.141,,,0.867,,0.306
95419,2.141,,,0.868,,0.303
95469,2.134,,,0.868,,0.306
95519,2.134,,,0.87,,0.304
95569,2.137,,,0.87,,0.307
95619,2.137,,,0.872,,0.307
95669,2.125,,,0.872,,0.308
95719,2.125,,2.277,0.874,,0.305
95769,2.116,,2.277,0.874,,0.304
95819,2.116,,,0.882,,0.302
95869,2.109,,,0.882,,0.301
95919,2.109,,2.321,0.892,,0.301
95969,2.125,,2.321,0.892,,0.299
96019,2.125,,2.287,0.89,,0.3
96069,2.124,,2.287,0.89,,0.297
96119,2.124,,2.36,0.896,,0.3
96169,2.12,,2.36,0.896,,0.301
96219,2.12,,,0.901,,0.299
96269,2.114,,,0.901,,0.299
96319,2.114,,2.334,0.906,,0.302
96369,2.114,,2.334,0.906,,0.299
96419,2.114,,2.284,0.921,,0.3
96469,2.103,,2.284,0.921,,0.302
96519,2.103,,2.28,0.93,,0.305
96569,2.109,,2.28,0.93,,0.303
96619,2.109,,,0.934,,0.304
96669,2.113,,,0.934,,0.304
96719,2.113,,,0.94,,0.304
96769,2.124,,,0.94,,0.305
96819,2.124,,,0.948,,0.3
96869,2.129,,,0.948,,0.306
96919,2.129,,,0.957,,0.304
96969,,2.611,,0.957,,0.303
97019,,2.611,2.23,0.964,,0.303
97069,2.158,,2.23,0.964,,0.302
97119,2.158,,,0.973,,0.303
97169,2.157,,,0.973,,0.303
97219,2.157,,,0.974,,0.299
97269,2.14,,,0.974,,0.299
97319,2.14,,2.328,0.97,,0.302
97369,2.136,,2.328,0.97,,0.299
97419,2.136,,,0.963,,0.3
97469,2.124,,,0.963,,0.302
97519,2.124,,,0.957,,0.304
97569,2.114,,,0.957,,0.303
97619,2.114,,2.283,0.951,,0.303
97669,2.092,,2.283,0.951,,0.302
97719,2.092,,2.335,0.94,,0.305
97769,2.082,2.685,2.335,0.94,,0.3
97819,2.082,2.685,,0.939,,0.305
97869,2.085,,,0.939,,0.306
97919,2.085,,2.193,0.932,,0.303
97969,2.088,,2.193,0.932,,0.303
98019,2.088,,2.218,0.925,,0.299
98069,2.082,,2.218,0.925,,0.3
98119,2.082,,2.226,0.911,,0.3
98169,2.095,,2.226,0.911,,0.299
98219,2.095,,2.329,0.9,,0.301
98269,2.095,,2.329,0.9,,0.301
98319,2.095,,,0.899,,0.301
98369,2.095,,,0.899,,0.304
98419,2.095,,2.338,0.894,,0.3
98469,2.097,,2.338,0.894,,0.302
98519,2.097,,,0.892,,0.305
98569,2.101,,,0.892,,0.302
98619,2.101,,,0.89,,0.3
98669,2.107,,,0.89,,0.303
98719,2.107,,2.306,0.881,,0.301
98769,2.098,,2.306,0.881,,0.299
98819,2.098,,,0.881,,0.301
98869,2.093,,,0.881,,0.299
98919,2.093,,,0.885,,0.298
98969,2.114,,,0.885,,0.296
99019,2.114,,2.253,0.889,,0.295
99069,2.099,,2.253,0.889,,0.299
99119,2.099,,,0.888,,0.297
99169,2.104,,,0.888,,0.297
99219,2.104,,,0.894,,0.296
99269,2.108,,,0.894,,0.299
99319,2.108,,,0.891,,0.299
99369,2.105,,,0.891,,0.3
99419,2.105,,,0.896,,0.297
99469,2.095,,,0.896,,0.299
99519,2.095,,,0.894,,0.3
99569,2.1,,,0.894,,0.298
99619,2.1,,2.306,0.897,,0.299
99669,2.098,,2.306,0.897,,0.3
99719,2.098,,,0.897,,0.3
99769,2.104,,,0.897,,0.297
99819,2.104,,,0.897,,0.292
99869,2.095,,,0.897,,0.29
99919,2.095,,2.192,0.897,,0.287
99969,2.109,,2.192,0.897,,0.279
100019,2.109,,,0.899,,0.273
100069,2.114,,,0.899,,0.263
100119,2.114,,2.211,0.902,,0.259
100169,2.107,,2.211,0.902,,0.25
100219,2.107,,,0.909,,0.24
100269,2.104,,,0.909,,0.235
100319,2.104,,,0.917,,0.231
100369,2.109,,,0.917,,0.216
100419,2.109,,,0.924,,0.206
100469,2.089,,,0.924,,0.19
100519,2.089,,,0.937,,0.183
100569,2.085,,,0.937,,0.17
100619,2.085,,,0.94,,0.156
100669,2.086,,,0.94,,0.15
100719,2.086,,,0.935,,0.138
100769,2.093,,,0.935,,0.132
100819,2.093,,,0.929,,0.12
100869,2.085,,,0.929,,0.111
