timestamp,x,y,z,roll_deg,pitch_deg,yaw_deg
42553,0.05455608665943146,-0.11736298352479935,0.1275496482849121,0.3672376275062561,1.2344892024993896,-1.410871148109436
42603,0.05528830736875534,-0.11706829071044922,0.13229741156101227,0.45398056507110596,1.0896111726760864,-1.3712937831878662
42653,0.055779777467250824,-0.11678283661603928,0.1412634700536728,0.405915230512619,1.0143359899520874,-1.3100918531417847
42703,0.06003236025571823,-0.11107631027698517,0.1497945934534073,0.28045836091041565,0.6620141267776489,-1.234598994255066
42753,0.060922518372535706,-0.11000754684209824,0.160545215010643,0.47245168685913086,0.5979363918304443,-1.2256978750228882
42803,0.06118732690811157,-0.10653432458639145,0.1710321456193924,0.5089761018753052,0.5678609609603882,-1.1617441177368164
42853,0.05991286039352417,-0.1074131652712822,0.18051257729530334,0.6737481951713562,0.43313947319984436,-1.1686471700668335
42903,0.05665051192045212,-0.10064508765935898,0.1883552521467209,0.4440394937992096,0.5073153972625732,-1.1129326820373535
42953,0.05587869510054588,-0.10070107877254486,0.19862163066864014,0.5184159278869629,0.2688128352165222,-1.0810917615890503
43003,0.055081240832805634,-0.10068664699792862,0.20680417120456696,0.6729272603988647,-0.012653744779527187,-1.0361558198928833
43053,0.055029015988111496,-0.1010734885931015,0.21549898386001587,0.55681973695755,-0.18562142550945282,-0.9966410994529724
43103,0.050932422280311584,-0.10037083178758621,0.22395658493041992,0.49891403317451477,-0.23520779609680176,-0.953770637512207
43153,0.051355112344026566,-0.10102953761816025,0.23379623889923096,0.40224966406822205,-0.33097168803215027,-0.8869465589523315
43203,0.05147881805896759,-0.10443783551454544,0.240550234913826,0.3457939922809601,-0.3634830415248871,-0.8606286644935608
43253,0.05291954055428505,-0.10686489939689636,0.247249037027359,0.15482616424560547,-0.3453899919986725,-0.8472554683685303
43303,0.053739748895168304,-0.10935604572296143,0.24952054023742676,-0.04475051537156105,-0.2020128220319748,-0.7922093272209167
43353,0.05712020397186279,-0.11124805361032486,0.2515597939491272,-0.2309855967760086,-0.15535412728786469,-0.7260427474975586
43403,0.06111688166856766,-0.11412588506937027,0.2547682225704193,-0.39646434783935547,-0.07727969437837601,-0.6319745182991028
43453,0.06344851851463318,-0.11538483947515488,0.2573668360710144,-0.42971256375312805,0.1509442776441574,-0.5586195588111877
43503,0.06857336312532425,-0.11645978689193726,0.26085206866264343,-0.5522050857543945,0.3035397231578827,-0.5090854167938232
43553,0.07383053749799728,-0.11771257221698761,0.26585280895233154,-0.5788194537162781,0.5288204550743103,-0.46354079246520996
43603,0.07721030712127686,-0.11875579506158829,0.27176886796951294,-0.5008801817893982,0.5838371515274048,-0.41862332820892334
43653,0.07936487346887589,-0.11919379979372025,0.27591779828071594,-0.5580113530158997,0.7840948700904846,-0.43183237314224243
43703,0.08544406294822693,-0.11951769888401031,0.27849939465522766,-0.43012627959251404,0.8042410016059875,-0.4399246275424957
43753,0.08857912570238113,-0.11960016936063766,0.28227153420448303,-0.3800608515739441,0.8987569212913513,-0.4548720717430115
43803,0.09235235303640366,-0.11828643828630447,0.2852022349834442,-0.3339727520942688,0.8574977517127991,-0.45103657245635986
43853,0.09537862241268158,-0.11640545725822449,0.2884906530380249,-0.1865232288837433,0.8064211010932922,-0.4568560719490051
43903,0.09921479970216751,-0.11588428914546967,0.29213380813598633,-0.07577787339687347,0.8089597225189209,-0.4424979090690613
43953,0.09967031329870224,-0.11377604305744171,0.2950158417224884,0.03136180713772774,0.7737882733345032,-0.470704585313797
44003,0.10127978026866913,-0.10987009853124619,0.2976049482822418,0.08770547807216644,0.7387527823448181,-0.5014068484306335
44053,0.10426832735538483,-0.10675060003995895,0.29849502444267273,0.17311124503612518,0.6415625810623169,-0.5081877112388611
44103,0.10453256219625473,-0.10524154454469681,0.30080530047416687,0.2852848768234253,0.6385833024978638,-0.5038748979568481
44153,0.10612215101718903,-0.10377737134695053,0.3035987913608551,0.430951863527298,0.5362133979797363,-0.5106366276741028
44203,0.10687070339918137,-0.10147055238485336,0.30378666520118713,0.4540572464466095,0.4114074409008026,-0.541149377822876
44253,0.10688362270593643,-0.09987854212522507,0.30626893043518066,0.4685550034046173,0.31215283274650574,-0.5324667096138
44303,0.10650039464235306,-0.09524019807577133,0.30734431743621826,0.4621849060058594,0.32388636469841003,-0.5176008939743042
44353,0.10620711743831635,-0.09313097596168518,0.3087812662124634,0.4990733563899994,0.27788639068603516,-0.5555121302604675
44403,0.1060614287853241,-0.09150172770023346,0.3113502562046051,0.5145700573921204,0.19280916452407837,-0.5619367361068726
44453,0.1060992106795311,-0.08995354920625687,0.31245189905166626,0.5232589840888977,0.12323231995105743,-0.5975071787834167
44503,0.10563340038061142,-0.08933266252279282,0.31475546956062317,0.41832852363586426,0.04134662076830864,-0.6329858899116516
44553,0.10599488019943237,-0.0870535597205162,0.3159964382648468,0.3697614073753357,-0.05293722823262215,-0.6191718578338623
44603,0.10787468403577805,-0.08699997514486313,0.31603917479515076,0.34243515133857727,-0.08008532226085663,-0.6188066601753235
44653,0.11121881753206253,-0.08758252114057541,0.3177092969417572,0.2610670030117035,-0.08053702861070633,-0.6127870082855225
44703,0.11197026818990707,-0.08579632639884949,0.32057443261146545,0.20384711027145386,-0.08568107336759567,-0.615868330001831
44753,0.1139405369758606,-0.0857166275382042,0.32142141461372375,0.11987528204917908,0.056560005992650986,-0.6101478934288025
44803,0.11564239859580994,-0.08579670637845993,0.32386261224746704,0.13100264966487885,0.15112972259521484,-0.6061114072799683
44853,0.11608943343162537,-0.08040545135736465,0.3256586492061615,0.004973184317350388,0.18621447682380676,-0.6383396983146667
44903,0.12621493637561798,-0.0722508430480957,0.3266354501247406,-0.049330975860357285,0.24079494178295135,-0.6088348031044006
